TimeUTC,RelativeTimeMins,SatelliteID,VisibleCountries,CachedMovies
2025-09-01 00:01:00,1.01,48359,SC,
2025-09-01 00:01:00,1.01,48362,US,
2025-09-01 00:01:00,1.01,48363,ZA|BW|NA,
2025-09-01 00:01:00,1.01,48364,NZ,
2025-09-01 00:01:00,1.01,48365,MT|LY|TN,
2025-09-01 00:01:00,1.01,48374,SD|SS,
2025-09-01 00:01:00,1.01,48377,LY,
2025-09-01 00:01:00,1.01,48378,US|CA,
2025-09-01 00:01:00,1.01,48379,CA,
2025-09-01 00:01:00,1.01,48380,US|MX,
2025-09-01 00:01:00,1.01,48382,ES|FR|AD|PT|DZ|GI,
2025-09-01 00:01:00,1.01,48385,SO|KE|TZ,
2025-09-01 00:01:00,1.01,48390,MZ|MG,
2025-09-01 00:01:00,1.01,48396,NZ,
2025-09-01 00:01:00,1.01,48401,UG|CD|TZ|RW|BI,
2025-09-01 00:01:00,1.01,48404,CA,
2025-09-01 00:01:00,1.01,48408,TD|NE|CM|NG,
2025-09-01 00:01:00,1.01,48410,MH|FM,
2025-09-01 00:01:00,1.01,48431,TM|IR|AZ,
2025-09-01 00:01:00,1.01,48433,MN|RU,
2025-09-01 00:01:00,1.01,48434,FK,
2025-09-01 00:01:00,1.01,48437,IN,
2025-09-01 00:01:00,1.01,48439,MZ|TZ|MW|ZM|ZW,
2025-09-01 00:01:00,1.01,48440,SO,
2025-09-01 00:01:00,1.01,48442,IN|CN|PK|AF,
2025-09-01 00:01:00,1.01,48443,MN|CN,
2025-09-01 00:01:00,1.01,48444,CN|RU,
2025-09-01 00:01:00,1.01,48445,RU,
2025-09-01 00:01:00,1.01,48455,FK,
2025-09-01 00:01:00,1.01,48458,CL,
2025-09-01 00:01:00,1.01,48459,FK|AR,
2025-09-01 00:01:00,1.01,48460,AE|OM,
2025-09-01 00:01:00,1.01,48464,CL|AR,
2025-09-01 00:01:00,1.01,48466,GS,
2025-09-01 00:01:00,1.01,48470,MG|YT|KM,
2025-09-01 00:01:00,1.01,48475,RU,
2025-09-01 00:01:00,1.01,48478,CN,
2025-09-01 00:01:00,1.01,48479,MN|RU,
2025-09-01 00:01:00,1.01,48483,MG,
2025-09-01 00:01:00,1.01,48487,FK,
2025-09-01 00:01:00,1.01,48553,NE|NG|BJ,
2025-09-01 00:01:00,1.01,48554,KI,
2025-09-01 00:01:00,1.01,48566,CK,
2025-09-01 00:01:00,1.01,48568,RU|GE|AM|TR|SY|UA,
2025-09-01 00:01:00,1.01,48570,SH,
2025-09-01 00:01:00,1.01,48573,KZ|RU,
2025-09-01 00:01:00,1.01,48575,PH|TW,
2025-09-01 00:01:00,1.01,48580,BR,
2025-09-01 00:01:00,1.01,48581,NC,
2025-09-01 00:01:00,1.01,48582,CL|AR,
2025-09-01 00:01:00,1.01,48583,FK|AR|CL,
2025-09-01 00:01:00,1.01,48584,KZ|UZ|TM,
2025-09-01 00:01:00,1.01,48586,IQ|SY|LB|IL|SA|JO|XG|XW|EG|TR|CY,
2025-09-01 00:01:00,1.01,48592,RU|KZ,
2025-09-01 00:01:00,1.01,48597,CN|RU|MN,
2025-09-01 00:01:00,1.01,48602,CN|MN,
2025-09-01 00:01:00,1.01,48639,FJ,
2025-09-01 00:01:00,1.01,48641,FM,
2025-09-01 00:01:00,1.01,48642,RU|KZ,
2025-09-01 00:01:00,1.01,48643,TV|FJ|WF,
2025-09-01 00:01:00,1.01,48644,TO,
2025-09-01 00:01:00,1.01,48648,TV,
2025-09-01 00:01:00,1.01,48649,AR|CL,
2025-09-01 00:01:00,1.01,48652,SH,
